"",".","confidence","matchType","synonym","usageKey","scientificName","rank","status","kingdom","phylum","order","family","genus","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","class","acceptedUsageKey","species","speciesKey"
"134","Odonata Libellulidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","Acalypha sp.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","coralbeads",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","Zea maiz",98,"EXACT",TRUE,5678489,"Zea maiz Vell.","SPECIES","SYNONYM","Plantae","Tracheophyta","Poales","Poaceae","Zea",6,7707728,196,1369,3073,2705049,"Liliopsida",5290052,"Zea mays",5290052
"138","Sylvilagus spp.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","Calliandra media",98,"EXACT",TRUE,2968007,"Calliandra media (M.Martens & Galeotti) Standl.","SPECIES","SYNONYM","Plantae","Tracheophyta","Fabales","Fabaceae","Zapoteca",6,7707728,220,1370,5386,2967998,"Magnoliopsida",2967999,"Zapoteca media",2967999
"140","Karwinskia humboldtiana",98,"EXACT",FALSE,3039523,"Karwinskia humboldtiana (Roem. & Schult.) Zucc.","SPECIES","ACCEPTED","Plantae","Tracheophyta","Rosales","Rhamnaceae","Karwinskia",6,7707728,220,691,2407,3039522,"Magnoliopsida",NA,"Karwinskia humboldtiana",3039523
"141","Notiosorex crawfordi",98,"EXACT",FALSE,2435812,"Notiosorex crawfordi (Coues, 1877)","SPECIES","ACCEPTED","Animalia","Chordata","Soricomorpha","Soricidae","Notiosorex",1,44,359,803,5534,2435809,"Mammalia",NA,"Notiosorex crawfordi",2435812
"142","Microtus oregoni",98,"EXACT",FALSE,2438661,"Microtus oregoni (Bachman, 1839)","SPECIES","ACCEPTED","Animalia","Chordata","Rodentia","Cricetidae","Microtus",1,44,359,1459,3240723,2438591,"Mammalia",NA,"Microtus oregoni",2438661
"143","Algodon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","Orthoptera Gryllidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145","Crustacea",92,"EXACT",FALSE,10996236,"Crustacea","GENUS","DOUBTFUL","Animalia","Arthropoda","Hymenoptera","Apidae","Crustacea",1,54,216,1457,4334,10996236,"Insecta",NA,NA,NA
"146","Myiarchus sp.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","daddy longlegs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","Damselfly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","Junco hyemalis",98,"EXACT",FALSE,9362842,"Junco hyemalis (Linnaeus, 1758)","SPECIES","ACCEPTED","Animalia","Chordata","Passeriformes","Emberizidae","Junco",1,44,212,729,9608,2492009,"Aves",NA,"Junco hyemalis",9362842
"150","Helops",92,"EXACT",FALSE,3262139,"Helops Fabricius, 1775","GENUS","ACCEPTED","Animalia","Arthropoda","Coleoptera","Tenebrionidae","Helops",1,54,216,1470,7857,3262139,"Insecta",NA,NA,NA
"151","Coleoptera Tenebrionidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","Coleoptera Tenibrionidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153","Tenebrionidae",94,"EXACT",FALSE,7857,"Tenebrionidae","FAMILY","ACCEPTED","Animalia","Arthropoda","Coleoptera","Tenebrionidae",NA,1,54,216,1470,7857,NA,"Insecta",NA,NA,NA
"154","Peromyscus sp.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155","Peromyscus spp.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156","deer mouse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"157","Peromyscus",94,"EXACT",FALSE,2437961,"Peromyscus Gloger, 1841","GENUS","ACCEPTED","Animalia","Chordata","Rodentia","Cricetidae","Peromyscus",1,44,359,1459,3240723,2437961,"Mammalia",NA,NA,NA
"158","Peromyscus",94,"HIGHERRANK",FALSE,2437961,"Peromyscus Gloger, 1841","GENUS","ACCEPTED","Animalia","Chordata","Rodentia","Cricetidae","Peromyscus",1,44,359,1459,3240723,2437961,"Mammalia",NA,NA,NA
"159","Peromyscus",94,"HIGHERRANK",FALSE,2437961,"Peromyscus Gloger, 1841","GENUS","ACCEPTED","Animalia","Chordata","Rodentia","Cricetidae","Peromyscus",1,44,359,1459,3240723,2437961,"Mammalia",NA,NA,NA
"160","Desert Cottontail",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161","Ceitis pallida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"162","Celtis pallida",98,"EXACT",TRUE,2984494,"Celtis pallida Torr.","SPECIES","SYNONYM","Plantae","Tracheophyta","Rosales","Cannabaceae","Celtis",6,7707728,220,691,2384,2984479,"Magnoliopsida",4159322,"Celtis ehrenbergiana",4159322
"163","Celtis pallida",82,"FUZZY",TRUE,2984494,"Celtis pallida Torr.","SPECIES","SYNONYM","Plantae","Tracheophyta","Rosales","Cannabaceae","Celtis",6,7707728,220,691,2384,2984479,"Magnoliopsida",4159322,"Celtis ehrenbergiana",4159322
"164","Lampropeltis pyromelana",98,"EXACT",FALSE,9089978,"Lampropeltis pyromelana (Cope, 1866)","SPECIES","ACCEPTED","Animalia","Chordata","Squamata","Colubridae","Lampropeltis",1,44,358,715,6172,9391215,"Reptilia",NA,"Lampropeltis pyromelana",9089978
"165","Crotaphytus collaris",98,"EXACT",FALSE,2470616,"Crotaphytus collaris (Say, 1822)","SPECIES","ACCEPTED","Animalia","Chordata","Squamata","Crotaphytidae","Crotaphytus",1,44,358,715,5663,2470634,"Reptilia",NA,"Crotaphytus collaris",2470616
"166","Sauromalus obesus",98,"EXACT",TRUE,2459713,"Sauromalus obesus Baird, 1858","SPECIES","SYNONYM","Animalia","Chordata","Squamata","Iguanidae","Sauromalus",1,44,358,715,6935,2459704,"Reptilia",2459705,"Sauromalus ater",2459705
"167","Opuntia phaeacantha",94,"FUZZY",FALSE,5384038,"Opuntia phaeacantha Engelm.","SPECIES","ACCEPTED","Plantae","Tracheophyta","Caryophyllales","Cactaceae","Opuntia",6,7707728,220,422,2519,3084187,"Magnoliopsida",NA,"Opuntia phaeacantha",5384038
"168","Opuntia phaeacantha",98,"EXACT",FALSE,5384038,"Opuntia phaeacantha Engelm.","SPECIES","ACCEPTED","Plantae","Tracheophyta","Caryophyllales","Cactaceae","Opuntia",6,7707728,220,422,2519,3084187,"Magnoliopsida",NA,"Opuntia phaeacantha",5384038
"169","Opuntia phaecantha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"170","Sceloporus cf. magister",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"171","Eleodes",94,"EXACT",FALSE,4724278,"Eleodes Eschscholtz, 1829","GENUS","ACCEPTED","Animalia","Arthropoda","Coleoptera","Tenebrionidae","Eleodes",1,54,216,1470,7857,4724278,"Insecta",NA,NA,NA
"172","Neotoma lepida",98,"EXACT",FALSE,2438438,"Neotoma lepida Thomas, 1893","SPECIES","ACCEPTED","Animalia","Chordata","Rodentia","Cricetidae","Neotoma",1,44,359,1459,3240723,2438433,"Mammalia",NA,"Neotoma lepida",2438438
"173","Lycium spp.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"174","Felis catus",98,"EXACT",FALSE,2435035,"Felis catus Linnaeus, 1758","SPECIES","ACCEPTED","Animalia","Chordata","Carnivora","Felidae","Felis",1,44,359,732,9703,2435022,"Mammalia",NA,"Felis catus",2435035
"175","Capra hircus",98,"EXACT",FALSE,2441056,"Capra hircus Linnaeus, 1758","SPECIES","ACCEPTED","Animalia","Chordata","Artiodactyla","Bovidae","Capra",1,44,359,731,9614,2441047,"Mammalia",NA,"Capra hircus",2441056
"176","Pseudotsuga menziesii",95,"EXACT",FALSE,2685796,"Pseudotsuga menziesii (Mirb.) Franco","SPECIES","ACCEPTED","Plantae","Tracheophyta","Pinales","Pinaceae","Pseudotsuga",6,7707728,194,640,3925,2685775,"Pinopsida",NA,"Pseudotsuga menziesii",2685796
"177","Pseudotsuga menziesii",98,"EXACT",FALSE,2685796,"Pseudotsuga menziesii (Mirb.) Franco","SPECIES","ACCEPTED","Plantae","Tracheophyta","Pinales","Pinaceae","Pseudotsuga",6,7707728,194,640,3925,2685775,"Pinopsida",NA,"Pseudotsuga menziesii",2685796
"178","Pseudotsuga menziesii (seeds)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"179","Neotoma fuscipes",98,"EXACT",FALSE,2438455,"Neotoma fuscipes Baird, 1857","SPECIES","ACCEPTED","Animalia","Chordata","Rodentia","Cricetidae","Neotoma",1,44,359,1459,3240723,2438433,"Mammalia",NA,"Neotoma fuscipes",2438455
"180","Dermaptera",94,"EXACT",FALSE,1224,"Dermaptera","ORDER","ACCEPTED","Animalia","Arthropoda","Dermaptera",NA,NA,1,54,216,1224,NA,NA,"Insecta",NA,NA,NA
"181","Forficula",94,"EXACT",FALSE,1419844,"Forficula Linnaeus, 1758","GENUS","ACCEPTED","Animalia","Arthropoda","Dermaptera","Forficulidae","Forficula",1,54,216,1224,7861,1419844,"Insecta",NA,NA,NA
"182","Sylvilagus floridanus",98,"EXACT",FALSE,2436886,"Sylvilagus floridanus (J.A.Allen, 1890)","SPECIES","ACCEPTED","Animalia","Chordata","Lagomorpha","Leporidae","Sylvilagus",1,44,359,785,9379,2436839,"Mammalia",NA,"Sylvilagus floridanus",2436886
"183","Sceloporus cf. undulatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"184","Ferocactus histrix",98,"EXACT",FALSE,3959545,"Ferocactus histrix (DC.) G.E.Linds.","SPECIES","ACCEPTED","Plantae","Tracheophyta","Caryophyllales","Cactaceae","Ferocactus",6,7707728,220,422,2519,3084147,"Magnoliopsida",NA,"Ferocactus histrix",3959545
"185","Ensatina escholtzi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"186","Ammospermophilus insularis",98,"EXACT",FALSE,2437572,"Ammospermophilus insularis Nelson & Goldman, 1909","SPECIES","ACCEPTED","Animalia","Chordata","Rodentia","Sciuridae","Ammospermophilus",1,44,359,1459,9456,2437567,"Mammalia",NA,"Ammospermophilus insularis",2437572
"187","Lampropeltis cf. triangulum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"188","Mantis religiosa",97,"EXACT",FALSE,6258028,"Mantis religiosa (Linne, 1758)","SPECIES","ACCEPTED","Animalia","Arthropoda","Mantodea","Mantidae","Mantis",1,54,216,788,9383,4394789,"Insecta",NA,"Mantis religiosa",6258028
"189","Oryctolagus cuniculus",98,"EXACT",FALSE,2436940,"Oryctolagus cuniculus (Linnaeus, 1758)","SPECIES","ACCEPTED","Animalia","Chordata","Lagomorpha","Leporidae","Oryctolagus",1,44,359,785,9379,2436939,"Mammalia",NA,"Oryctolagus cuniculus",2436940
"190","Callandra erlophyla",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"191","Jaltomata sp.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"192","Ficus sp.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"193","cf. Fringillidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"194","Abies",94,"EXACT",FALSE,2684876,"Abies Mill.","GENUS","ACCEPTED","Plantae","Tracheophyta","Pinales","Pinaceae","Abies",6,7707728,194,640,3925,2684876,"Pinopsida",NA,NA,NA
"195","Bouvardia ternifolia",98,"EXACT",FALSE,2910221,"Bouvardia ternifolia (Cav.) Schltdl.","SPECIES","ACCEPTED","Plantae","Tracheophyta","Gentianales","Rubiaceae","Bouvardia",6,7707728,220,412,8798,2910208,"Magnoliopsida",NA,"Bouvardia ternifolia",2910221
"196","flicker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"197","Diptera",94,"EXACT",FALSE,811,"Diptera","ORDER","ACCEPTED","Animalia","Arthropoda","Diptera",NA,NA,1,54,216,811,NA,NA,"Insecta",NA,NA,NA
"198","Diptera",92,"EXACT",FALSE,811,"Diptera","ORDER","ACCEPTED","Animalia","Arthropoda","Diptera",NA,NA,1,54,216,811,NA,NA,"Insecta",NA,NA,NA
"199","Diptera",92,"EXACT",FALSE,811,"Diptera","ORDER","ACCEPTED","Animalia","Arthropoda","Diptera",NA,NA,1,54,216,811,NA,NA,"Insecta",NA,NA,NA
"200","Diptera (Larvas)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"201","flies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"202","foam",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"203","Aluminum foil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"204","Foil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"205","Uroctonus",94,"EXACT",FALSE,4656418,"Uroctonus Thorell, 1876","GENUS","ACCEPTED","Animalia","Arthropoda","Scorpiones","Chactidae","Uroctonus",1,54,367,872,2152,4656418,"Arachnida",NA,NA,NA
"206","Galliformes",94,"EXACT",FALSE,723,"Galliformes","ORDER","ACCEPTED","Animalia","Chordata","Galliformes",NA,NA,1,44,212,723,NA,NA,"Aves",NA,NA,NA
"207","Crotalus viridis or C. mitchelli",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"208","Reinthrodontomy sp.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"209","Coluber or Masticophis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"210","Cucurbita sp.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"211","Curcurbitaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"212","F. Cucurbitaceae sp",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"213","grape",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"214","Vitus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"215","Poacea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"216","Gramineas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"217","Poaceae",96,"EXACT",FALSE,3073,"Poaceae","FAMILY","ACCEPTED","Plantae","Tracheophyta","Poales","Poaceae",NA,6,7707728,196,1369,3073,NA,"Liliopsida",NA,NA,NA
"218","Gramineae",92,"EXACT",TRUE,4270654,"Gramineae","FAMILY","SYNONYM","Plantae","Tracheophyta","Poales","Poaceae",NA,6,7707728,196,1369,3073,NA,"Liliopsida",3073,NA,NA
"219","F. Graminea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"220","Orthoptera",94,"EXACT",FALSE,1458,"Orthoptera","ORDER","ACCEPTED","Animalia","Arthropoda","Orthoptera",NA,NA,1,54,216,1458,NA,NA,"Insecta",NA,NA,NA
"221","Orthoptera",94,"EXACT",FALSE,1458,"Orthoptera","ORDER","ACCEPTED","Animalia","Arthropoda","Orthoptera",NA,NA,1,54,216,1458,NA,NA,"Insecta",NA,NA,NA
"222","Orthoptera",94,"EXACT",FALSE,1458,"Orthoptera","ORDER","ACCEPTED","Animalia","Arthropoda","Orthoptera",NA,NA,1,54,216,1458,NA,NA,"Insecta",NA,NA,NA
"223","Orthoptera",94,"EXACT",FALSE,1458,"Orthoptera","ORDER","ACCEPTED","Animalia","Arthropoda","Orthoptera",NA,NA,1,54,216,1458,NA,NA,"Insecta",NA,NA,NA
"224","Orthoptera",94,"HIGHERRANK",FALSE,1458,"Orthoptera","ORDER","ACCEPTED","Animalia","Arthropoda","Orthoptera",NA,NA,1,54,216,1458,NA,NA,"Insecta",NA,NA,NA
"225","Orthoptera",94,"EXACT",FALSE,1458,"Orthoptera","ORDER","ACCEPTED","Animalia","Arthropoda","Orthoptera",NA,NA,1,54,216,1458,NA,NA,"Insecta",NA,NA,NA
"226","Orthoptera",94,"EXACT",FALSE,1458,"Orthoptera","ORDER","ACCEPTED","Animalia","Arthropoda","Orthoptera",NA,NA,1,54,216,1458,NA,NA,"Insecta",NA,NA,NA
"227","Orthoptera",94,"EXACT",FALSE,1458,"Orthoptera","ORDER","ACCEPTED","Animalia","Arthropoda","Orthoptera",NA,NA,1,54,216,1458,NA,NA,"Insecta",NA,NA,NA
"228","Orthopteral Acrididae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"229","Orthoptera spp.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"230","Ortoptera O. Ortoptero",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"231","Schistocerca sp.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"232","Sphenarium sp.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"233","Bubo virginianus",98,"EXACT",FALSE,5959118,"Bubo virginianus (J.F.Gmelin, 1788)","SPECIES","ACCEPTED","Animalia","Chordata","Strigiformes","Strigidae","Bubo",1,44,212,1450,9348,5959091,"Aves",NA,"Bubo virginianus",5959118
"234","Quisalus mexicanus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"235","Arctostaphylos patula",98,"EXACT",FALSE,2882612,"Arctostaphylos patula Greene","SPECIES","ACCEPTED","Plantae","Tracheophyta","Ericales","Ericaceae","Arctostaphylos",6,7707728,220,1353,2505,2882486,"Magnoliopsida",NA,"Arctostaphylos patula",2882612
"236","Brogniartia intermedia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"237","Batrachoseps gregarius",98,"EXACT",FALSE,2431758,"Batrachoseps gregarius Jockusch, Wake & Yanev, 1998","SPECIES","ACCEPTED","Animalia","Chordata","Caudata","Plethodontidae","Batrachoseps",1,44,131,953,6748,2431747,"Amphibia",NA,"Batrachoseps gregarius",2431758
"238","Reithrodontomys sp.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"239","Carabidae spp.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"240","Pterostichus",92,"EXACT",FALSE,7367006,"Pterostichus Bonelli, 1810","GENUS","ACCEPTED","Animalia","Arthropoda","Coleoptera","Carabidae","Pterostichus",1,54,216,1470,3792,7367006,"Insecta",NA,NA,NA
"241","Coleoptera Carabidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"242","Coleoptera/Carabidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"243","F. Carabidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"244","Sciuridae",94,"EXACT",FALSE,9456,"Sciuridae","FAMILY","ACCEPTED","Animalia","Chordata","Rodentia","Sciuridae",NA,1,44,359,1459,9456,NA,"Mammalia",NA,NA,NA
"245","Spermophylus sp.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"246","Spermophilus sp.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"247","Psidium",92,"EXACT",FALSE,3187232,"Psidium L.","GENUS","ACCEPTED","Plantae","Tracheophyta","Myrtales","Myrtaceae","Psidium",6,7707728,220,690,5014,3187232,"Magnoliopsida",NA,NA,NA
"248","Celtis sp.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"249","Celtis",94,"EXACT",FALSE,2984479,"Celtis L.","GENUS","ACCEPTED","Plantae","Tracheophyta","Rosales","Cannabaceae","Celtis",6,7707728,220,691,2384,2984479,"Magnoliopsida",NA,NA,NA
"250","Celtis",94,"HIGHERRANK",FALSE,2984479,"Celtis L.","GENUS","ACCEPTED","Plantae","Tracheophyta","Rosales","Cannabaceae","Celtis",6,7707728,220,691,2384,2984479,"Magnoliopsida",NA,NA,NA
"251","Bidens odotara",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"252","Opilionida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"253","Echinocereus cinerascens",97,"EXACT",FALSE,7284003,"Echinocereus cinerascens Lem.","SPECIES","ACCEPTED","Plantae","Tracheophyta","Caryophyllales","Cactaceae","Echinocereus",6,7707728,220,422,2519,5384005,"Magnoliopsida",NA,"Echinocereus cinerascens",7284003
"254","Echinocerus spp.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"255","Sigmodon hispidus",98,"EXACT",FALSE,2438147,"Sigmodon hispidus Say & Ord, 1825","SPECIES","ACCEPTED","Animalia","Chordata","Rodentia","Cricetidae","Sigmodon",1,44,359,1459,3240723,2438146,"Mammalia",NA,"Sigmodon hispidus",2438147
"256","Apis mellifera",98,"EXACT",FALSE,1341976,"Apis mellifera Linnaeus, 1758","SPECIES","ACCEPTED","Animalia","Arthropoda","Hymenoptera","Apidae","Apis",1,54,216,1457,4334,1334757,"Insecta",NA,"Apis mellifera",1341976
"257","Prosopis glandulosa",98,"EXACT",FALSE,5358457,"Prosopis glandulosa Torr.","SPECIES","ACCEPTED","Plantae","Tracheophyta","Fabales","Fabaceae","Prosopis",6,7707728,220,1370,5386,2970763,"Magnoliopsida",NA,"Prosopis glandulosa",5358457
"258","Icterus cucullatus",98,"EXACT",FALSE,5229882,"Icterus cucullatus Swainson, 1827","SPECIES","ACCEPTED","Animalia","Chordata","Passeriformes","Icteridae","Icterus",1,44,212,729,6176,2484282,"Aves",NA,"Icterus cucullatus",5229882
"259","Carpinus capra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"260","Acheta domesticus",98,"EXACT",FALSE,1718308,"Acheta domesticus (Linnaeus, 1758)","SPECIES","ACCEPTED","Animalia","Arthropoda","Orthoptera","Gryllidae","Acheta",1,54,216,1458,5925,8391695,"Insecta",NA,"Acheta domesticus",1718308
"261","Haemorus mexicanus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"262","Mus musculus",98,"EXACT",FALSE,7429082,"Mus musculus Linnaeus, 1758","SPECIES","ACCEPTED","Animalia","Chordata","Rodentia","Muridae","Mus",1,44,359,1459,5510,9800657,"Mammalia",NA,"Mus musculus",7429082
"263","Hymenoptera Fam. Ichneumonidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"264","Coleonyx variegatus",98,"EXACT",FALSE,2447244,"Coleonyx variegatus (Baird, 1858)","SPECIES","ACCEPTED","Animalia","Chordata","Squamata","Eublepharidae","Coleonyx",1,44,358,715,4287502,2447230,"Reptilia",NA,"Coleonyx variegatus",2447244
"265","Calocedrus decurrens (leaves)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"266","Acalpha indica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"267","Rubia tinctoria",97,"EXACT",TRUE,2892282,"Rubia tinctoria Salisb.","SPECIES","SYNONYM","Plantae","Tracheophyta","Gentianales","Rubiaceae","Rubia",6,7707728,220,412,8798,2892184,"Magnoliopsida",2892272,"Rubia tinctorum",2892272
"268","Lomatium",94,"EXACT",FALSE,8394726,"Lomatium Raf.","GENUS","ACCEPTED","Plantae","Tracheophyta","Apiales","Apiaceae","Lomatium",6,7707728,220,1351,6720,8394726,"Magnoliopsida",NA,NA,NA
"269","Insecta",94,"EXACT",FALSE,216,"Insecta","CLASS","ACCEPTED","Animalia","Arthropoda",NA,NA,NA,1,54,216,NA,NA,NA,"Insecta",NA,NA,NA
